val/generations,_step,_runtime,val/HuggingFaceH4/MATH-500/test_score/unknown,val/HuggingFaceH4/MATH-500/1_length/unknown,val/HuggingFaceH4/MATH-500/length/unknown,val/HuggingFaceH4/MATH-500/test_score/,val/HuggingFaceH4/MATH-500/reward/unknown,val/HuggingFaceH4/MATH-500/0_length/mean,val/HuggingFaceH4/MATH-500/0_length/unknown,val/HuggingFaceH4/MATH-500/length/mean,val/HuggingFaceH4/MATH-500/1_length/mean,_timestamp,val/HuggingFaceH4/MATH-500/reward/mean,timing_s/ref,critic/advantages/max,critic/score/under_2k,critic/rewards/max,timing_s/step,critic/score/under_8k,critic/advantages/mean,critic/score/min,perf/max_memory_reserved_gb,critic/returns/min,critic/score/mean,timing_per_token_ms/adv,perf/max_memory_allocated_gb,prompt_length/min,perf/mfu/actor,timing_s/adv,actor/kl_coef,difficulty/verification/unknown,response_length/mean,global_seqlen/balanced_max,prompt_length/mean,timing_s/old_log_prob,critic/rewards/mean,timing_s/update_actor,timing_s/gen,actor/ppo_kl,global_seqlen/minmax_diff,timing_per_token_ms/ref,actor/entropy,actor/pg_clipfrac,difficulty/1_length/unknown,difficulty/1_verification/unknown,difficulty/0_length/unknown,difficulty/zero_advantage_ratio/unknown,critic/advantages/min,perf/total_num_tokens,critic/score/under_16k,actor/pg_loss,global_seqlen/balanced_min,critic/rewards/min,critic/returns/mean,critic/returns/max,perf/throughput,global_seqlen/mean,response_length/min,prompt_length/clip_ratio,actor/pg_clipfrac_lower,steps/steps,critic/score/under_4k,difficulty/0_verification/unknown,difficulty/length/unknown,prompt_length/max,response_length/clip_ratio,global_seqlen/max,timing_per_token_ms/update_actor,actor/lr,steps/compute_matched_steps,critic/score/max,perf/time_per_step,timing_per_token_ms/gen,actor/kl_loss,perf/cpu_memory_used_gb,response_length/max,global_seqlen/min,actor/grad_norm,difficulty/reward/unknown,timing_s/save_checkpoint,timing_s/testing
,55,8909.523890856,,,,,,,,,,1779940512.5390508,,10.00797529800002,2.4748666286468506,0.681640625,1.0,136.2946274499991,0.681640625,-0.00304813077673316,0.0,212.912109375,-2.4748666286468506,0.681640625,0.00025103647966521147,165.18640089035034,33.0,0.0,0.2104170200000226,0.001,3.5546875,1550.767578125,838193.0,86.328125,9.796027859001697,0.681640625,36.82565169699956,79.41162531100053,0.00012120113657416639,0.0,0.011939941395358849,0.09787854276321552,0.0005596314823142839,1341.5300859598854,2.306590257879656,1998.7668711656443,0.734375,-2.4748666286468506,838193.0,0.681640625,0.003075857922710754,838193.0,0.0,-0.00304813077673316,2.4748666286468506,6149.860898277143,838193.0,462.0,0.0,6.359360499859408e-06,55.0,0.681640625,6.226993865030675,1550.767578125,338.0,0.4140625,838193.0,0.04393457317944621,1e-06,47456541.0,1.0,136.2946274499991,0.10001552319856792,0.02687704935669899,35.92196273803711,2048.0,838193.0,0.239845871925354,0.681640625,,
,56,9056.001351731,,,,,,,,,,1779940663.538567,,11.081889576000322,2.4748666286468506,0.556640625,1.0,150.70952351800042,0.556640625,-0.005131667945533991,0.0,212.912109375,-2.4748666286468506,0.556640625,0.00024307860735499795,165.18640089035034,36.0,0.0,0.22487615200043365,0.001,4.65234375,1699.744140625,925117.0,107.125,11.287831160998394,0.556640625,40.49920023999948,87.56903786200019,3.281460747781113e-05,0.0,0.01197890599351252,0.10843955365748241,0.0010167650179937482,1510.659649122807,3.463157894736842,1937.1409691629956,0.625,-2.4748666286468506,925117.0,0.556640625,0.005097151573362021,925117.0,0.0,-0.005131667945533991,2.4748666286468506,6138.411020120477,925117.0,308.0,0.015625,1.1341893194436e-06,56.0,0.556640625,6.145374449339207,1699.744140625,512.0,0.54296875,925117.0,0.04377738193114977,1e-06,48250534.0,1.0,150.70952351800042,0.10062295435319446,0.025137318298220634,35.91949462890625,2048.0,925117.0,0.3260122239589691,0.556640625,,
,57,9195.811318727,,,,,,,,,,1779940810.0164406,,10.698045992001425,2.4748666286468506,0.65234375,1.0,146.20953457799988,0.65234375,-0.005440629553049803,0.0,212.912109375,-2.4748666286468506,0.65234375,0.00024969686592051735,165.18640089035034,34.0,0.0,0.2231838030002109,0.001,3.6875,1660.302734375,893819.0,85.4375,10.456960966001134,0.65234375,38.67892106399995,86.11056958599875,4.2408699625541756e-05,0.0,0.011968917635451277,0.09896824535514627,0.0007799509289075754,1460.5209580838323,2.5,2035.1741573033707,0.765625,-2.4748666286468506,893819.0,0.65234375,0.005509432712902448,893819.0,0.0,-0.005440629553049803,2.4748666286468506,6113.2743673646355,893819.0,359.0,0.0,1.1405941872258803e-06,57.0,0.65234375,5.915730337078652,1660.302734375,249.0,0.453125,893819.0,0.04327377362083369,1e-06,49120803.0,1.0,146.20953457799988,0.10129761442931358,0.026521531865000725,35.92313766479492,2048.0,893819.0,0.2687552571296692,0.65234375,,
,58,9334.544773572,,,,,,,,,,1779940949.8268175,,10.152838046000397,2.4748666286468506,0.66015625,1.0,139.472553308,0.66015625,-0.005992634687572718,0.0,212.912109375,-2.4748666286468506,0.66015625,0.0002478838345439376,165.18640089035034,37.0,0.0,0.210975170999518,0.001,4.091796875,1582.736328125,851105.0,79.578125,10.00751164400026,0.66015625,36.745879899999636,82.31145275199924,5.380410463355171e-05,0.0,0.011929007638305964,0.10721116457824353,0.0012702400261467254,1354.1597633136096,2.5236686390532546,2026.7528735632184,0.71875,-2.4748666286468506,851105.0,0.66015625,0.006015951929536338,851105.0,0.0,-0.005992634687572718,2.4748666286468506,6102.311743877579,851105.0,533.0,0.0,2.4470309317284438e-06,58.0,0.66015625,7.137931034482759,1582.736328125,256.0,0.435546875,851105.0,0.043174320324753865,1e-06,49970878.0,1.0,139.472553308,0.10157380815710436,0.031742583960294724,35.92725372314453,2048.0,851105.0,0.3407518267631531,0.66015625,,
,59,9477.225684315,,,,,,,,,,1779941088.561024,,10.321374776000084,2.4748666286468506,0.595703125,1.0,138.4824361989995,0.595703125,-0.004757378250360489,0.0,212.912109375,-2.4748666286468506,0.595703125,0.0002479311387926283,165.18640089035034,35.0,0.0,0.21465506099957565,0.001,3.759765625,1596.173828125,865785.0,94.8125,10.541802407999057,0.595703125,37.43253656300112,79.92621808600052,3.397898867011203e-05,0.0,0.011921406326051022,0.10387526479150568,0.0006062583000000034,1360.0918032786885,2.557377049180328,1944.024154589372,0.78125,-2.4748666286468506,865785.0,0.595703125,0.004778768168762326,865785.0,0.0,-0.004757378250360489,2.4748666286468506,6251.948071998571,865785.0,551.0,0.0,0.0,59.0,0.595703125,5.531400966183575,1596.173828125,428.0,0.443359375,865785.0,0.043235372018458534,1e-06,50781239.0,1.0,138.4824361989995,0.09780005908416307,0.027743488550186157,35.926998138427734,2048.0,865785.0,0.24797403812408447,0.595703125,,
,60,9611.832982531,,,,,,,,,,1779941231.2415416,,10.540867325998988,2.4748666286468506,0.673828125,1.0,142.4255415080006,0.673828125,-0.006140177603811026,0.0,212.912109375,-2.4748666286468506,0.673828125,0.0002463965246449834,165.18640089035034,33.0,0.0,0.21602692099986598,0.001,3.8671875,1623.126953125,876745.0,89.265625,10.306448807999914,0.673828125,38.08856288700008,83.23065059600049,0.0001131097221462239,0.0,0.012022728759216178,0.10056580044329166,0.0008352477868486728,1425.2115942028986,2.4057971014492754,2031.994011976048,0.703125,-2.4748666286468506,876745.0,0.673828125,0.006260635497580681,876745.0,0.0,-0.006140177603811026,2.4748666286468506,6155.813000372196,876745.0,542.0,0.0,3.660865851478385e-06,60.0,0.673828125,6.88622754491018,1623.126953125,356.0,0.451171875,876745.0,0.043443148106918295,1e-06,51598480.0,1.0,142.4255415080006,0.1001522796059406,0.03162236511707306,35.9316291809082,2048.0,876745.0,0.26835063099861145,0.673828125,,
,61,9753.210418513,,,,,,,,,,1779941365.848672,,9.927512369000397,2.4748666286468506,0.7421875,1.0,134.35831952100125,0.7421875,-0.009865022264420986,0.0,212.912109375,-2.4748666286468506,0.7421875,0.00024929972520223125,165.1995348930359,36.0,0.0,0.20729646100153332,0.001,3.46875,1538.833984375,831515.0,85.21875,9.690983890001007,0.7421875,35.9103507990003,78.5798767920005,1.2969092914807754e-06,0.0,0.011939065884560587,0.09530672230399571,0.0009382379536803525,1398.9736842105262,2.6763157894736844,1941.4621212121212,0.640625,-2.4748666286468506,831515.0,0.7421875,0.009890117073574891,831515.0,0.0,-0.009865022264420986,2.4748666286468506,6188.786842261954,831515.0,519.0,0.0,0.0,61.0,0.7421875,5.75,1538.833984375,365.0,0.333984375,831515.0,0.043186654238348436,1e-06,52429521.0,1.0,134.35831952100125,0.09973546426563398,0.03272606059908867,35.92502975463867,2048.0,831515.0,0.2854437232017517,0.7421875,,
,62,9890.329576603,,,,,,,,,,1779941507.2258584,,10.531096389000595,2.4748666286468506,0.58203125,1.0,141.12498178199894,0.58203125,-0.009851477108895779,0.0,212.912109375,-2.4748666286468506,0.58203125,0.00024732271845667514,165.1995348930359,32.0,0.0,0.21750202900147997,0.001,3.931640625,1617.42578125,879426.0,100.203125,10.370994702001553,0.58203125,38.69853372000034,81.26583769200079,4.647911828215001e-05,0.0,0.01197496593118761,0.10434912810368198,0.0006675952671295298,1335.013422818792,2.1946308724832213,2010.6915887850466,0.703125,-2.4748666286468506,879426.0,0.58203125,0.009949063333416623,879426.0,0.0,-0.009851477108895779,2.4748666286468506,6231.540219849115,879426.0,557.0,0.0,1.1899208922321641e-06,62.0,0.58203125,6.350467289719626,1617.42578125,336.0,0.455078125,879426.0,0.044004309310846326,1e-06,53217404.0,1.0,141.12498178199894,0.09813268780686998,0.03374343365430832,35.92576217651367,2048.0,879426.0,0.22751377522945404,0.58203125,,
,63,10039.443133029,,,,,,,,,,1779941644.3453996,,10.137042448999637,2.4748666286468506,0.716796875,1.0,136.849898036,0.716796875,-0.004164527636021376,0.0,212.912109375,-2.4748666286468506,0.716796875,0.00024742666768921444,165.1995348930359,33.0,0.0,0.20967678099987097,0.001,3.44921875,1559.87109375,847430.0,95.265625,10.059539587999097,0.716796875,36.55148117099998,79.8482309029987,1.895073849785452e-05,0.0,0.011962100054281341,0.10004092752933502,0.0008564460289630073,1384.1280653950953,2.4277929155313354,2004.6827586206896,0.75,-2.4748666286468506,847430.0,0.716796875,0.003939869951594759,847430.0,0.0,-0.004164527636021376,2.4748666286468506,6192.40505226444,847430.0,702.0,0.0,3.6879138389378098e-06,63.0,0.716796875,6.0344827586206895,1559.87109375,335.0,0.375,847430.0,0.043132153889996784,1e-06,54045526.0,1.0,136.849898036,0.09997850245913587,0.03214574232697487,35.923824310302734,2048.0,847430.0,0.275622695684433,0.716796875,,
,64,10172.468746866,,,,,,,,,,1779941793.4590392,,11.082567450999704,2.4748666286468506,0.560546875,1.0,148.82983639899976,0.560546875,-0.016868973150849342,0.0,212.912109375,-2.4748666286468506,0.560546875,0.00024367091836605028,165.1995348930359,34.0,0.0,0.2249664950013539,0.001,4.673828125,1701.263671875,923239.0,101.9375,10.844026546999885,0.560546875,40.39262600800066,86.24375619000057,3.3306570730928795e-05,0.0,0.012004007035014449,0.10441400806109111,0.0007420214940793812,1452.3135888501743,3.0034843205574915,2018.8133333333333,0.609375,-2.4748666286468506,923239.0,0.560546875,0.016954097997707626,923239.0,0.0,-0.016868973150849342,2.4748666286468506,6203.319323182463,923239.0,503.0,0.0,1.1497821105876938e-06,64.0,0.560546875,6.804444444444444,1701.263671875,446.0,0.55859375,923239.0,0.043750996229579404,1e-06,54844180.0,1.0,148.82983639899976,0.09901159890338933,0.024980612099170685,35.9237060546875,2048.0,923239.0,0.26792943477630615,0.560546875,,
,65,10302.151061331,,,,,,,,,,1779941926.484582,,9.921421536999333,2.4748666286468506,0.685546875,1.0,132.74097376199825,0.685546875,-0.007850438356399536,0.0,212.912109375,-2.4748666286468506,0.685546875,0.00025268638228835387,165.1995348930359,40.0,0.0,0.2088928000011947,0.001,3.359375,1511.546875,826688.0,103.078125,9.781638468999517,0.685546875,36.17866231999869,76.6076768820003,-2.6032291248999104e-05,0.0,0.012001409887405324,0.09560646779007381,0.0006410805152780893,1272.4757834757834,2.282051282051282,2032.751552795031,0.765625,-2.4748666286468506,826688.0,0.685546875,0.007536003538579853,826688.0,0.0,-0.007850438356399536,2.4748666286468506,6227.828353001493,826688.0,368.0,0.0,1.2960889661270712e-06,65.0,0.685546875,5.708074534161491,1511.546875,370.0,0.361328125,826688.0,0.04376338149337924,1e-06,55715227.0,1.0,132.74097376199825,0.09898758112291876,0.041935499757528305,35.92576599121094,2048.0,826688.0,0.2958497107028961,0.685546875,,
,66,10439.32857007,,,,,,,,,,1779942056.1667683,,9.481982175000667,2.4748666286468506,0.787109375,1.0,129.34633082500113,0.787109375,-0.005781338084489107,0.0,212.912109375,-2.4748666286468506,0.787109375,0.0002547086366672394,165.1995348930359,34.0,0.0,0.20177228600005037,0.001,3.009765625,1457.501953125,792169.0,89.703125,9.28797168500023,0.787109375,34.72743898099907,75.6026684110002,2.0022512461974446e-05,0.0,0.011969645586990487,0.09697251709607932,0.0005497398261258451,1326.7444168734492,2.163771712158809,1940.9449541284403,0.828125,-2.4748666286468506,792169.0,0.787109375,0.005816141375991999,792169.0,0.0,-0.005781338084489107,2.4748666286468506,6124.402562850921,792169.0,467.0,0.0,0.0,66.0,0.787109375,6.137614678899083,1457.501953125,310.0,0.283203125,792169.0,0.04383842208038823,1e-06,56489139.0,1.0,129.34633082500113,0.10131133026864002,0.040122054517269135,35.92948532104492,2048.0,792169.0,0.22313058376312256,0.787109375,,
,67,10567.327495932,,,,,,,,,,1779942193.344217,,9.96037900400006,2.4748666286468506,0.689453125,1.0,136.93498274400008,0.689453125,-0.007380323018878698,0.0,212.912109375,-2.4748666286468506,0.689453125,0.00025400034128240814,165.1995348930359,32.0,0.0,0.21211212900016108,0.001,3.546875,1535.07421875,835086.0,95.953125,9.73838607899961,0.689453125,36.1364120240014,80.84137647399984,-7.728409008660282e-05,0.0,0.011927369161978599,0.09945582885008591,0.0008600895884088599,1316.5750708215298,2.2804532577903682,2020.1698113207547,0.71875,-2.4748666286468506,835086.0,0.689453125,0.007503826659208594,835086.0,0.0,-0.007380323018878698,2.4748666286468506,6098.412423662353,835086.0,370.0,0.0,3.7711688491981477e-06,67.0,0.689453125,6.3584905660377355,1535.07421875,378.0,0.41015625,835086.0,0.04327268332124045,1e-06,57235380.0,1.0,136.93498274400008,0.10285712019471759,0.029939180240035057,35.92721176147461,2048.0,835086.0,0.24836254119873047,0.689453125,,
,68,10700.17719494,,,,,,,,,,1779942321.3430965,,9.40647741400062,2.4748666286468506,0.78125,1.0,127.75727100700169,0.78125,-0.004362279549241066,0.0,212.912109375,-2.4748666286468506,0.78125,0.00025433424056006774,165.1995348930359,37.0,0.0,0.20007101299961505,0.001,2.83984375,1452.02734375,786646.0,84.390625,9.759483551000812,0.78125,33.88414724900031,74.46649801700005,3.351761006342713e-05,0.0,0.011957700686205256,0.09122259438037872,0.001133158141747117,1327.5125,2.1825,1896.7232142857142,0.75,-2.4748666286468506,786646.0,0.78125,0.004443723254953511,786646.0,0.0,-0.004362279549241066,2.4748666286468506,6157.348179086325,786646.0,497.0,0.0,4.181133845122531e-06,68.0,0.78125,5.1875,1452.02734375,459.0,0.3046875,786646.0,0.04307420014720765,1e-06,58021338.0,1.0,127.75727100700169,0.10016504135785372,0.044180601835250854,35.92708206176758,2048.0,786646.0,0.3211148977279663,0.78125,,
,69,10840.632091787,,,,,,,,,,1779942454.1930695,,9.73442472500028,2.4748666286468506,0.712890625,1.0,132.60719673899985,0.712890625,-0.006218645256012678,0.0,212.912109375,-2.4748666286468506,0.712890625,0.0002599752719790143,165.1995348930359,36.0,0.0,0.21220221600015066,0.001,3.32421875,1503.75,816240.0,90.46875,9.526946828998916,0.712890625,35.58152498100026,77.50801581799897,6.195688911247998e-05,0.0,0.011925934437175685,0.10399538077987157,0.0006670813712004859,1315.1534246575343,2.1726027397260275,1972.0340136054422,0.734375,-2.4748666286468506,816240.0,0.712890625,0.006039032596163452,816240.0,0.0,-0.006218645256012678,2.4748666286468506,6155.322034342827,816240.0,531.0,0.0,0.0,69.0,0.712890625,6.183673469387755,1503.75,416.0,0.337890625,816240.0,0.04359198885254369,1e-06,58764776.0,1.0,132.60719673899985,0.10067022004623723,0.03341144695878029,35.92593765258789,2048.0,816240.0,0.26204514503479004,0.712890625,,
,70,10975.628913285,,,,,,,,,,1779942594.6481116,,10.30199483800061,2.4748666286468506,0.587890625,1.0,140.20602770599908,0.587890625,-0.009078403003513813,0.0,212.912109375,-2.4748666286468506,0.587890625,0.0002497387342597928,165.1995348930359,33.0,0.0,0.21501281299970287,0.001,4.015625,1585.638671875,860951.0,95.90625,10.115658507000262,0.587890625,37.31595791200016,82.21815353500097,6.15063542811965e-05,0.0,0.011965831781368057,0.10212221901331629,0.0010755179828265682,1344.3820598006644,2.262458471760797,1929.8009478672986,0.6875,-2.4748666286468506,860951.0,0.587890625,0.009009544238714235,860951.0,0.0,-0.009078403003513813,2.4748666286468506,6140.613310900912,860951.0,491.0,0.0,0.0,70.0,0.587890625,6.516587677725118,1585.638671875,303.0,0.431640625,860951.0,0.043342719750601555,1e-06,59534696.0,1.0,140.20602770599908,0.10127296588519877,0.03408841788768768,35.92624282836914,2048.0,860951.0,0.3809130787849426,0.587890625,,
,71,11109.551644143,,,,,,,,,,1779942729.64416,,9.932917914000427,2.4748666286468506,0.681640625,1.0,134.73043643799974,0.681640625,-0.004657858982682228,0.0,212.912109375,-2.4748666286468506,0.681640625,0.00025056746591161884,165.1995348930359,34.0,0.0,0.20884673000000475,0.001,3.337890625,1531.294921875,833495.0,96.625,9.820095974999276,0.681640625,36.27117413400083,78.44810952199987,3.51886671279107e-05,0.0,0.01191718956202548,0.10120650581442393,0.000760353586743944,1336.43553008596,2.146131805157593,1948.5092024539877,0.71875,-2.4748666286468506,833495.0,0.681640625,0.00465384885095633,833495.0,0.0,-0.004657858982682228,2.4748666286468506,6186.389816851501,833495.0,481.0,0.0,1.2900495326343494e-06,71.0,0.681640625,5.889570552147239,1531.294921875,456.0,0.412109375,833495.0,0.04351696666926716,1e-06,60346543.0,1.0,134.73043643799974,0.10005842879864477,0.04296385496854782,35.924739837646484,2048.0,833495.0,0.26587820053100586,0.681640625,,
,72,11241.584847148,,,,,,,,,,1779942863.5657818,,9.949374462001288,2.4748666286468506,0.685546875,1.0,133.65537007400053,0.685546875,-0.004623820073902607,0.0,212.912109375,-2.4748666286468506,0.685546875,0.0002582930702129094,165.1995348930359,38.0,0.0,0.21439357999952335,0.001,3.208984375,1524.515625,830040.0,96.65625,9.71883080599946,0.685546875,35.84813262800162,77.87959972700082,4.2928909001952536e-07,0.0,0.011986620478532706,0.09760653743377098,0.0006240182130848273,1304.022792022792,1.9914529914529915,2005.2173913043478,0.78125,-2.4748666286468506,830040.0,0.685546875,0.0045085839407805065,830040.0,0.0,-0.004623820073902607,2.4748666286468506,6210.300413222712,830040.0,474.0,0.0,0.0,72.0,0.685546875,5.863354037267081,1524.515625,409.0,0.408203125,830040.0,0.04318843986796012,1e-06,61130566.0,1.0,133.65537007400053,0.09977503065394852,0.03144850954413414,35.92642593383789,2048.0,830040.0,0.2583601772785187,0.685546875,,
,73,11373.055540281,,,,,,,,,,1779942995.5995703,,9.746653722999326,2.4748666286468506,0.72265625,1.0,131.79115008000008,0.72265625,-0.010168367065489292,0.0,212.912109375,-2.4748666286468506,0.72265625,0.0002616277787919758,165.1995348930359,31.0,0.0,0.21340637799949036,0.001,3.65234375,1502.935546875,815687.0,90.203125,10.120643484000539,0.72265625,35.346365479999804,76.32265344799998,5.4934931680551155e-05,0.0,0.011949011965373147,0.10796260862396313,0.0009206959064333484,1302.7054054054054,2.308108108108108,2024.661971830986,0.640625,-2.4748666286468506,815687.0,0.72265625,0.009907711225633439,815687.0,0.0,-0.010168367065489292,2.4748666286468506,6189.2395620256775,815687.0,424.0,0.0,2.5901439445218643e-06,73.0,0.72265625,7.154929577464789,1502.935546875,387.0,0.390625,815687.0,0.04333324606129533,1e-06,61911118.0,1.0,131.79115008000008,0.09918434814159267,0.04641658812761307,35.92723083496094,2048.0,815687.0,0.32112017273902893,0.72265625,,
,74,11507.078096325,,,,,,,,,,1779943127.0718367,,9.706783920999442,2.4748666286468506,0.703125,1.0,131.1396249949994,0.703125,-0.007247442379593849,0.0,212.912109375,-2.4748666286468506,0.703125,0.00025110707486504014,165.1995348930359,37.0,0.0,0.2033881930001371,0.001,3.3515625,1486.49609375,809966.0,95.46875,9.976198791999195,0.703125,35.1276854179996,76.08284435799942,2.1599269250425723e-06,0.0,0.011984186893029389,0.1006179225559418,0.0007302601465758366,1287.2555555555555,2.1055555555555556,1958.3815789473683,0.71875,-2.4748666286468506,809966.0,0.703125,0.007308219666950977,809966.0,0.0,-0.007247442379593849,2.4748666286468506,6176.363551679255,809966.0,499.0,0.0,0.0,74.0,0.703125,6.302631578947368,1486.49609375,454.0,0.349609375,809966.0,0.043369333302878885,1e-06,62680621.0,1.0,131.1396249949994,0.09996615935386989,0.03830989822745323,35.93116760253906,2048.0,809966.0,0.25603723526000977,0.703125,,
,75,11629.401631523,,,,,,,,,,1779943261.093155,,9.780905992000044,2.4748666286468506,0.751953125,1.0,133.77943416800008,0.751953125,-0.0129553796723485,0.0,212.912109375,-2.4748666286468506,0.751953125,0.00025254216497916154,165.1995348930359,32.0,0.0,0.20666661799987196,0.001,3.193359375,1508.470703125,818345.0,89.859375,9.611060690000159,0.751953125,35.516997764001644,78.61997264599995,0.00015823965601996932,0.0,0.011952056885543436,0.09541505489211816,0.0012145163312267798,1354.9376623376622,2.27012987012987,1973.9055118110236,0.59375,-2.4748666286468506,818345.0,0.751953125,0.012707695006751098,818345.0,0.0,-0.0129553796723485,2.4748666286468506,6117.121103773867,818345.0,350.0,0.0,0.0,75.0,0.751953125,5.9921259842519685,1508.470703125,309.0,0.369140625,818345.0,0.04340100784388203,1e-06,63441707.0,1.0,133.77943416800008,0.10179490642815242,0.04433164373040199,35.93219757080078,2048.0,818345.0,0.34988343715667725,0.751953125,,
,76,11760.330677252,,,,,,,,,,1779943383.4179919,,9.525444173999858,2.4748666286468506,0.732421875,1.0,122.09460538099847,0.732421875,-0.007683053612709045,0.0,212.912109375,-2.4748666286468506,0.732421875,0.0002603967824627648,165.1995348930359,36.0,0.0,0.19745419299943023,0.001,3.28515625,1383.22265625,758282.0,97.796875,8.924341661000653,0.732421875,32.64025620800021,70.76257433399951,-1.144058781695397e-05,0.0,0.012561875626745536,0.10227234785755475,0.0007376502156451655,1187.1546666666666,2.016,1919.905109489051,0.8125,-2.4748666286468506,758282.0,0.732421875,0.007928786784759723,758282.0,0.0,-0.007683053612709045,2.4748666286468506,6210.610187352398,758282.0,514.0,0.0,5.604676213503505e-06,76.0,0.732421875,6.759124087591241,1383.22265625,455.0,0.28515625,758282.0,0.04304500991451757,1e-06,64214044.0,1.0,122.09460538099847,0.09991750234252483,0.04315701127052307,35.930816650390625,2048.0,758282.0,0.28807520866394043,0.732421875,,
,77,11890.346574199,,,,,,,,,,1779943514.3461144,,9.73261148200072,2.4748666286468506,0.662109375,1.0,130.68569032599953,0.662109375,-0.00922717247158289,0.0,212.912109375,-2.4748666286468506,0.662109375,0.0002497974621648896,165.1995348930359,33.0,0.0,0.20382748500014713,0.001,3.982421875,1487.349609375,815971.0,106.34375,9.541669580999951,0.662109375,35.493007159000626,75.6734275029994,8.326419985958358e-05,0.0,0.011927643852539761,0.10849295155360149,0.0006098356120324192,1203.424778761062,2.1533923303834808,2043.7109826589594,0.796875,-2.4748666286468506,815971.0,0.662109375,0.009291602656818353,815971.0,0.0,-0.00922717247158289,2.4748666286468506,6243.766995181606,815971.0,521.0,0.0,0.0,77.0,0.662109375,7.566473988439307,1487.349609375,452.0,0.400390625,815971.0,0.043497878183171496,1e-06,64922254.0,1.0,130.68569032599953,0.09937116476193024,0.04598359763622284,35.926246643066406,2048.0,815971.0,0.1771780103445053,0.662109375,,
,78,12026.112041834,,,,,,,,,,1779943644.3615768,,9.586332127999412,2.4748666286468506,0.6484375,1.0,129.76796545399884,0.6484375,-0.008471349254250526,0.0,212.912109375,-2.4748666286468506,0.6484375,0.0002536258780755931,165.1995348930359,32.0,0.0,0.2033450549988629,0.001,3.095703125,1484.609375,801752.0,81.3125,9.544416089998776,0.6484375,34.59575263100123,75.79648942500171,1.9269569887770696e-05,0.0,0.011956729921471244,0.1028153715798488,0.0007546201343827236,1248.2469879518073,1.8825301204819278,1920.5666666666666,0.703125,-2.4748666286468506,801752.0,0.6484375,0.008566812822559418,801752.0,0.0,-0.008471349254250526,2.4748666286468506,6178.3506984565565,801752.0,429.0,0.0,0.0,78.0,0.6484375,5.333333333333333,1484.609375,281.0,0.416015625,801752.0,0.043150191868559395,1e-06,65683777.0,1.0,129.76796545399884,0.09971647822054637,0.04205190762877464,35.93052291870117,2048.0,801752.0,0.2517569959163666,0.6484375,,
,79,12162.091283481,,,,,,,,,,1779943780.1272457,,9.936085540000931,2.4748666286468506,0.669921875,1.0,135.5003841229991,0.669921875,-0.004326142370700836,0.0,212.912109375,-2.4748666286468506,0.669921875,0.0002543886616525855,165.1995348930359,35.0,0.0,0.21170733200051473,0.001,3.32421875,1525.8671875,832220.0,99.5625,9.742156356000123,0.669921875,35.93328408200068,79.6334307090001,-1.1270082342644646e-05,0.0,0.011939253490664646,0.10703580511304048,0.0008117942902922201,1291.3061224489795,1.8775510204081634,2001.9289940828403,0.765625,-2.4748666286468506,832220.0,0.669921875,0.004365009219887165,832220.0,0.0,-0.004326142370700836,2.4748666286468506,6141.827607252838,832220.0,378.0,0.0,0.0,79.0,0.669921875,6.260355029585799,1525.8671875,319.0,0.375,832220.0,0.04317762620701339,1e-06,66443897.0,1.0,135.5003841229991,0.10193157414200953,0.03649210184812546,35.92720413208008,2048.0,832220.0,0.23161491751670837,0.669921875,,
,80,12295.626486766,,,,,,,,,,1779943916.1074996,,10.069897544999549,2.4748666286468506,0.671875,1.0,135.7172113079996,0.671875,-0.005519334226846695,0.0,212.912109375,-2.4748666286468506,0.671875,0.0002557136548894935,165.1995348930359,39.0,0.0,0.21287420199951157,0.001,3.220703125,1531.498046875,832471.0,94.421875,9.876668165999945,0.671875,36.33421481199912,79.18101414299963,-8.443384803495765e-06,0.0,0.012096394402927608,0.102342066856531,0.000609497597067205,1288.6191860465117,2.0174418604651163,2028.8214285714287,0.78125,-2.4748666286468506,832471.0,0.671875,0.005558884416062098,832471.0,0.0,-0.005519334226846695,2.4748666286468506,6133.86461434705,832471.0,534.0,0.0,1.299727535717046e-06,80.0,0.671875,5.684523809523809,1531.498046875,405.0,0.40625,832471.0,0.04364622288584121,1e-06,67225141.0,1.0,135.7172113079996,0.10097983380625795,0.04089554026722908,35.932594299316406,2048.0,832471.0,0.2416164129972458,0.671875,,
,81,12419.485647965,,,,,,,,,,1779944049.6415875,,9.929943434000961,2.4748666286468506,0.708984375,1.0,133.28762678299972,0.708984375,-0.0049911788664758205,0.0,212.912109375,-2.4748666286468506,0.708984375,0.00025429669430396176,165.1995348930359,36.0,0.0,0.21037177200014412,0.001,3.453125,1522.541015625,827269.0,93.21875,9.780332879001435,0.708984375,36.21398414400028,77.10953326100025,5.062069053215405e-05,0.0,0.012003282407537284,0.09894516147100009,0.0008428209806040216,1348.4793388429753,2.2920110192837466,1946.5973154362416,0.765625,-2.4748666286468506,827269.0,0.708984375,0.005227512827752015,827269.0,0.0,-0.0049911788664758205,2.4748666286468506,6206.645132536149,827269.0,512.0,0.0,2.509346394128023e-06,81.0,0.708984375,6.281879194630872,1522.541015625,393.0,0.33984375,827269.0,0.04377534289813867,1e-06,68009268.0,1.0,133.28762678299972,0.09891658458118335,0.04260291904211044,35.93167495727539,2048.0,827269.0,0.30479663610458374,0.708984375,,
